20 74	' ' 't'
2073746172 76696e67	' star' 'ving'
2043 61746368	' C' 'atch'
696e6f 696473	'ino' 'ids'
20506c 61746f	' Pl' 'ato'
6d6174 63686564	'mat' 'ched'
44 6965	'D' 'ie'
2074757262 696e65	' turb' 'ine'
20475055 73	' GPU' 's'
20657468 6f73	' eth' 'os'
2047 6c65	' G' 'le'
20726f 6173746564	' ro' 'asted'
2050 6f6e79	' P' 'ony'
2047 696674	' G' 'ift'
2042756363 616e65	' Bucc' 'ane'
206f7665726c 617070696e67	' overl' 'apping'
206e656f63 6f6e73	' neoc' 'ons'
205374 726f	' St' 'ro'
206d6963726f7363 6f7065	' microsc' 'ope'
2056 494949	' V' 'III'
7368 6f70	'sh' 'op'
20436176 73	' Cav' 's'
20436172 6e6579	' Car' 'ney'
20706572706574 7261746f72	' perpet' 'rator'
2074 61706564	' t' 'aped'
20626c6f67 67696e67	' blog' 'ging'
2062696379 636c6573	' bicy' 'cles'
2047 5549	' G' 'UI'
2066 617473	' f' 'ats'
617274 686564	'art' 'hed'
20756e646572657374 696d61746564	' underest' 'imated'
206e61766967 6174696e67	' navig' 'ating'
3134 31	'14' '1'
20706e65756d 6f6e6961	' pneum' 'onia'
206772 696c6c6564	' gr' 'illed'
20527564 79	' Rud' 'y'
2047 61656c	' G' 'ael'
20646f756274 66756c	' doubt' 'ful'
20506172 697368	' Par' 'ish'
204f7574 6c6f6f6b	' Out' 'look'
20736564 616e	' sed' 'an'
2068 6f6c6f67	' h' 'olog'
20646976 69646573	' div' 'ides'
2064 75646573	' d' 'udes'
20466564 6f7261	' Fed' 'ora'
526f6d 6e6579	'Rom' 'ney'
207265706c 696361746564	' repl' 'icated'
206c65676974 696d6174656c79	' legit' 'imately'
20706f6c79 6d6572	' poly' 'mer'
2072 697070696e67	' r' 'ipping'
7468 616e6b73	'th' 'anks'
616368 61	'ach' 'a'
20756e73756363657373 66756c6c79	' unsuccess' 'fully'
20456d 61696c73	' Em' 'ails'
20706172 697479	' par' 'ity'
42 72696e67	'B' 'ring'
20706179 636865636b	' pay' 'check'
204d79 7374	' My' 'st'
204c 4c	' L' 'L'
6f72 62	'or' 'b'
4150 44	'AP' 'D'
2067 61	' g' 'a'
656e 79	'en' 'y'
2048617262 61756768	' Harb' 'augh'
204769756c 69616e69	' Giul' 'iani'
20417070 65616c	' App' 'eal'
656e74 696e	'ent' 'in'
206d757374 6572	' must' 'er'
205a 7572	' Z' 'ur'
6f75 66	'ou' 'f'
6964 616e74	'id' 'ant'
20746f78 696e73	' tox' 'ins'
204869726f 7368	' Hiro' 'sh'
57 6f7264	'W' 'ord'
2045564552 59	' EVER' 'Y'
20646973 6d616c	' dis' 'mal'
206275 6f79	' bu' 'oy'
204c 616e6473	' L' 'ands'
204265 796f6e	' Be' 'yon'
20696e666f726d 73	' inform' 's'
33 3330	'3' '30'
20466f756e64 6572	' Found' 'er'
6f62 6172	'ob' 'ar'
6c656374 696f6e73	'lect' 'ions'
617264 79	'ard' 'y'
6170 657374	'ap' 'est'
2e22 29	'."' ')'
20636f6e74656d 706f72	' contem' 'por'
7275 636b	'ru' 'ck'
617374 6f6e	'ast' 'on'
617373 69756d	'ass' 'ium'
2323 23	'##' '#'
207472616e736974696f6e 696e67	' transition' 'ing'
2055 72616e	' U' 'ran'
204a 756e676c65	' J' 'ungle'
616d 6172	'am' 'ar'
20736d 6f	' sm' 'o'
204f706572 6174696e67	' Oper' 'ating'
5374 61747573	'St' 'atus'
46 6974	'F' 'it'
20696e63656e74 6976	' incent' 'iv'
20626c 6f	' bl' 'o'
e382 b9	'�' '�'
57 4e	'W' 'N'
206d696e 696f6e73	' min' 'ions'
20656e74 61696c73	' ent' 'ails'
2057 697474	' W' 'itt'
2043 72616e	' C' 'ran'
207175657374696f6e 6e61697265	' question' 'naire'
206372 756d626c696e67	' cr' 'umbling'
616d 6f6e67	'am' 'ong'
56 697267696e	'V' 'irgin'
4f52 53	'OR' 'S'
20746178 696e67	' tax' 'ing'
2054 4544	' T' 'ED'
76 6967	'v' 'ig'
20636c65 616e73696e67	' cle' 'ansing'
74 75	't' 'u'
292c 5b	'),' '['
205365 7175	' Se' 'qu'
206e69676874 6d61726573	' night' 'mares'
20536b 696c6c	' Sk' 'ill'
20536572 6269616e	' Ser' 'bian'
204469 61626c6f	' Di' 'ablo'
2042 4453	' B' 'DS'
2057 61726d	' W' 'arm'
203139 3331	' 19' '31'
616e64 726f6964	'and' 'roid'
2064696374 61746573	' dict' 'ates'
2068756d 696c697479	' hum' 'ility'
2062756e64 6c6564	' bund' 'led'
20476177 6b6572	' Gaw' 'ker'
636c 69666665	'cl' 'iffe'
207570 6865	' up' 'he'
656e 62757267	'en' 'burg'
63 617273	'c' 'ars'
206166666f7264 6162696c697479	' afford' 'ability'
2073617573 616765	' saus' 'age'
20636f6d70 656c	' comp' 'el'
204d616e 7a	' Man' 'z'
207468 756d6273	' th' 'umbs'
205365 76	' Se' 'v'
204d616e64 656c61	' Mand' 'ela'
e382 82	'�' '�'
6164 646572	'ad' 'der'
206272 7573686564	' br' 'ushed'
2053756d 6d657273	' Sum' 'mers'
204f7377 616c64	' Osw' 'ald'
20746f75 726564	' tou' 'red'
207377616c6c 6f776564	' swall' 'owed'
2066 696174	' f' 'iat'
2074 69657273	' t' 'iers'
20636174 616c6f677565	' cat' 'alogue'
2061657374 686574696373	' aest' 'hetics'
7472 61696e6564	'tr' 'ained'
6f7264 6572696e67	'ord' 'ering'
617373 756d696e67	'ass' 'uming'
616e 7a61	'an' 'za'
2073696465 77616c6b73	' side' 'walks'
207265617373 7572696e67	' reass' 'uring'
207265 6f7267616e	' re' 'organ'
6f7073 6973	'ops' 'is'
204d 4e	' M' 'N'
6f78 696465	'ox' 'ide'
62 726f77	'b' 'row'
20637573746f6d 697a6174696f6e	' custom' 'ization'
5072 696e6365	'Pr' 'ince'
206d696e64 66756c6e657373	' mind' 'fulness'
20456e 6c69676874	' En' 'light'
e382 89	'�' '�'
206173 6365727461696e	' as' 'certain'
206d6170 6c65	' map' 'le'
2057 6f727365	' W' 'orse'
6173 706572	'as' 'per'
617274 6e6579	'art' 'ney'
207265667269676572 61746f72	' refriger' 'ator'
696e74 656e73697665	'int' 'ensive'
20756e 6574686963616c	' un' 'ethical'
20526162 626974	' Rab' 'bit'
656d 696573	'em' 'ies'
207265616374 697665	' react' 'ive'
20666f6c64 657273	' fold' 'ers'
207472757374 696e67	' trust' 'ing'
2066 6f756e7461696e	' f' 'ountain'
207b 7b	' {' '{'
2053747261 757373	' Stra' 'uss'
20446f6d 61696e	' Dom' 'ain'
20536e6170 647261676f6e	' Snap' 'dragon'
6a 6176	'j' 'av'
20776f6e646572 66756c6c79	' wonder' 'fully'
20646973636f6e74696e 756564	' discontin' 'ued'
7261 766564	'ra' 'ved'
20726574726965 766564	' retrie' 'ved'
206c696e656d 656e	' linem' 'en'
2053 657373696f6e	' S' 'ession'
48 6f7573746f6e	'H' 'ouston'
206d6974 69676174696f6e	' mit' 'igation'
206563 6f6c6f6779	' ec' 'ology'
2042726f6e 7a65	' Bron' 'ze'
206c656769736c 617475726573	' legisl' 'atures'
20736c 617567687465726564	' sl' 'aughtered'
20736166 657374	' saf' 'est'
20686f727365 706f776572	' horse' 'power'
204d65 6173757265	' Me' 'asure'
537065 6564	'Spe' 'ed'
2065 74686572	' e' 'ther'
2050 66	' P' 'f'
2070 696373	' p' 'ics'
20696d706f7274 696e67	' import' 'ing'
2046 5443	' F' 'TC'
203139 3133	' 19' '13'
206879647261 756c6963	' hydra' 'ulic'
2050726f6a656374 73	' Project' 's'
697468 6d65746963	'ith' 'metic'
696461 65	'ida' 'e'
22 e28094	'"' '—'
2071756972 6b79	' quir' 'ky'
2070617274 6973616e73	' part' 'isans'
205379 6d7068	' Sy' 'mph'
204f73 6c6f	' Os' 'lo'
2022 2e2e2e	' "' '...'
44 756e	'D' 'un'
7175697265 72	'quire' 'r'
20e2 99	' �' '�'
204a6572 6f6d65	' Jer' 'ome'
496e 697469616c	'In' 'itial'
206c65 7679	' le' 'vy'
206572 61736564	' er' 'ased'
2042656972 7574	' Beir' 'ut'
206a 61696c73	' j' 'ails'
204e 554c4c	' N' 'ULL'
20696e 77617264	' in' 'ward'
204c 616d61	' L' 'ama'
20436f6e 736f6c65	' Con' 'sole'
2042726577 6572	' Brew' 'er'
6a 6f686e	'j' 'ohn'
617572 61	'aur' 'a'
20756e7665 696c696e67	' unve' 'iling'
20636f6e646f6c 656e636573	' condol' 'ences'
2064796e616d 6963616c6c79	' dynam' 'ically'
2044 6f6c6c	' D' 'oll'
20436f6d 6d6974	' Com' 'mit'
696c61746572 616c6c79	'ilater' 'ally'
616666 6c65	'aff' 'le'
20416c7465726e 61746976656c79	' Altern' 'atively'
63 61727279	'c' 'arry'
456e 6a6f79	'En' 'joy'
207361746972 6963616c	' satir' 'ical'
20626172 6265637565	' bar' 'becue'
206265 61737473	' be' 'asts'
20547563 736f6e	' Tuc' 'son'
20666f7262 6964	' forb' 'id'
204d 4f4e	' M' 'ON'
2048 616b	' H' 'ak'
2050 69746368	' P' 'itch'
20424d 49	' BM' 'I'
20726f7574 696e6573	' rout' 'ines'
2053 6c65	' S' 'le'
20646570 656e646564	' dep' 'ended'
e383bc e383	'ー' '�'
656d 65	'em' 'e'
2073706f 696c657273	' spo' 'ilers'
2066 656473	' f' 'eds'
2074617374 6564	' tast' 'ed'
20616972 626f726e65	' air' 'borne'
2057726974 657273	' Writ' 'ers'
73757070 6f72746564	'supp' 'orted'
3134 36	'14' '6'
20706f6c 6974656c79	' pol' 'itely'
6265726e 61746f7269616c	'bern' 'atorial'
203139 3234	' 19' '24'
20776964 656e696e67	' wid' 'ening'
2043 6f636b	' C' 'ock'
2042 726174	' B' 'rat'
6973 6c79	'is' 'ly'
68 6f757273	'h' 'ours'
20636967 6172	' cig' 'ar'
205265 7175657374	' Re' 'quest'
20437574 6c6572	' Cut' 'ler'
636572 74	'cer' 't'
5553 44	'US' 'D'
2072656c 69616e74	' rel' 'iant'
2063 696e6e616d6f6e	' c' 'innamon'
20496e66 7261737472756374757265	' Inf' 'rastructure'
68 617465	'h' 'ate'
20646576 6f6964	' dev' 'oid'
20636f6d6d656d 6f72617465	' commem' 'orate'
616363657373 69626c65	'access' 'ible'
205363686f6c 617273	' Schol' 'ars'
20446570 6f74	' Dep' 'ot'
20706c61696e 6c79	' plain' 'ly'
2068617276657374 6564	' harvest' 'ed'
2050 657474	' P' 'ett'
2041646d696e697374 7261746f72	' Administ' 'rator'
706f72 617465	'por' 'ate'
6574 65656e	'et' 'een'
6d656d 62657273	'mem' 'bers'
20696e 6c616e64	' in' 'land'
205369 6f7578	' Si' 'oux'
4f 42	'O' 'B'
21 5d	'!' ']'
20736b65 776564	' ske' 'wed'
20436f6c6f6d62 69616e	' Colomb' 'ian'
67 6f64	'g' 'od'
206d6964 7465726d	' mid' 'term'
20476172 6e6572	' Gar' 'ner'
20426f 6f7468	' Bo' 'oth'
206d656d6f72 616e64756d	' memor' 'andum'
2057 6168	' W' 'ah'
6f7264696e 61746573	'ordin' 'ates'
206f626c6967 61746564	' oblig' 'ated'
7175 697465	'qu' 'ite'
6f6e6f6d 6f7573	'onom' 'ous'
204a75 76656e747573	' Ju' 'ventus'
2044 50	' D' 'P'
20417263 616465	' Arc' 'ade'
206a6f7572 6e657973	' jour' 'neys'
756c6c 6564	'ull' 'ed'
6974 7564	'it' 'ud'
2077686973 7065726564	' whis' 'pered'
207368 726f7564	' sh' 'roud'
20666f726665 6974757265	' forfe' 'iture'
20616e63657374 6f72	' ancest' 'or'
204a 464b	' J' 'FK'
4f44 45	'OD' 'E'
204e6577 706f7274	' New' 'port'
2044757374 696e	' Dust' 'in'
3134 33	'14' '3'
203133 38	' 13' '8'
2064696c6967 656e6365	' dilig' 'ence'
2047 48	' G' 'H'
6c 6f76	'l' 'ov'
46 616c6c	'F' 'all'
70726f6475 63696e67	'produ' 'cing'
68697374 6f7279	'hist' 'ory'
2072657374 7261696e6564	' rest' 'rained'
20657874 6f7274696f6e	' ext' 'ortion'
20636f6e74657374 616e7473	' contest' 'ants'
204d6178 696d	' Max' 'im'
766f6c 756d65	'vol' 'ume'
4a 657373	'J' 'ess'
20636f6e64 6f6d73	' cond' 'oms'
204b65 706c6572	' Ke' 'pler'
203530 31	' 50' '1'
2072 61636b6574	' r' 'acket'
206569676874 65656e	' eight' 'een'
2054 6f77657273	' T' 'owers'
2052 4544	' R' 'ED'
204166 6768	' Af' 'gh'
4943 54	'IC' 'T'
2070726573656e74 6572	' present' 'er'
757273 6564	'urs' 'ed'
616e73 6b	'ans' 'k'
2929 29	'))' ')'
206f7262 6974696e67	' orb' 'iting'
206a6572 6b	' jer' 'k'
706c 617973	'pl' 'ays'
6567 61	'eg' 'a'
2072656e64 6974696f6e	' rend' 'ition'
2072656d 6f727365	' rem' 'orse'
206d6173746572 79	' master' 'y'
20726962 626f6e	' rib' 'bon'
6573 616d65	'es' 'ame'
207472616e73666f726d 73	' transform' 's'
20696e746572 7374617465	' inter' 'state'
20696d70726f706572 6c79	' improper' 'ly'
6173 6961	'as' 'ia'
2e2e2e 29	'...' ')'
20576f726c64 77696465	' World' 'wide'
2053 454f	' S' 'EO'
6c 696674696e67	'l' 'ifting'
4c 656e	'L' 'en'
20666163696c6974 6174696e67	' facilit' 'ating'
61726368 696e67	'arch' 'ing'
20cf 84	' �' '�'
207765616b 657374	' weak' 'est'
2073686f7274 656e6564	' short' 'ened'
20646973 656e6672616e6368	' dis' 'enfranch'
2043616e 746572	' Can' 'ter'
c3a9 72	'é' 'r'
2073756e 7368696e65	' sun' 'shine'
207761746572 66726f6e74	' water' 'front'
2047616c6c 6167686572	' Gall' 'agher'
206f72636865 73747261	' orche' 'stra'
204177 65736f6d65	' Aw' 'esome'
6f6e64 696e67	'ond' 'ing'
48 61636b	'H' 'ack'
20636172 7665	' car' 've'
2052 455354	' R' 'EST'
207374 616c6b	' st' 'alk'
2037 3230	' 7' '20'
7468 726f	'th' 'ro'
27 5d	"'" ']'
20636f6d70 617373	' comp' 'ass'
2063616e64 6c6573	' cand' 'les'
45 6e65726779	'E' 'nergy'
eb 8b	'�' '�'
706965 636573	'pie' 'ces'
20746572 726573747269616c	' ter' 'restrial'
20446f6d 6573746963	' Dom' 'estic'
20 d187	' ' 'ч'
54 726176656c	'T' 'ravel'
2050 6175	' P' 'au'
206d6172 7279696e67	' mar' 'rying'
20656c696d696e 61746573	' elimin' 'ates'
204775 696e6e657373	' Gu' 'inness'
706c616e 6e6564	'plan' 'ned'
207465 61736572	' te' 'aser'
206c696e656261636b 657273	' lineback' 'ers'
206372697070 6c696e67	' cripp' 'ling'
756d 6d6572	'um' 'mer'
2067 757374	' g' 'ust'
20486172 6c656d	' Har' 'lem'
726f6c 6f67	'rol' 'og'
67 656e63696573	'g' 'encies'
2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a 2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a	'****************' '****************'
2053756d 6d617279	' Sum' 'mary'
20537065 63696573	' Spe' 'cies'
7370 696e	'sp' 'in'
20766574 74696e67	' vet' 'ting'
53 6572696573	'S' 'eries'
20526576696577 73	' Review' 's'
657374 6174696f6e	'est' 'ation'
205472 6179	' Tr' 'ay'
204c6f63 6b65	' Loc' 'ke'
20446972656374 6f7273	' Direct' 'ors'
20416c 697665	' Al' 'ive'
20756e73657474 6c696e67	' unsett' 'ling'
207368 727567676564	' sh' 'rugged'
20546179 79	' Tay' 'y'
6c 6f6964	'l' 'oid'
53 776564	'S' 'wed'
204e6f726d 616c6c79	' Norm' 'ally'
77 69766573	'w' 'ives'
5468 69727479	'Th' 'irty'
204e41 414350	' NA' 'ACP'
204163636f756e74 6162696c697479	' Account' 'ability'
2074656e74 6174697665	' tent' 'ative'
2073 69626c696e67	' s' 'ibling'
20677269 7073	' gri' 'ps'
206261636b 6572	' back' 'er'
7368 616b65	'sh' 'ake'
4c 79	'L' 'y'
20426c 617a657273	' Bl' 'azers'
706972 696e67	'pir' 'ing'
4552 4f	'ER' 'O'
20636f6d70656e73 61746564	' compens' 'ated'
20636f696e63 69646564	' coinc' 'ided'
2062 696e6765	' b' 'inge'
204c 617a	' L' 'az'
20756e646572 616765	' under' 'age'
20726574 77656574	' ret' 'weet'
206d6172 6974616c	' mar' 'ital'
206172 746572	' ar' 'ter'
2054 5443	' T' 'TC'
2077 61676f6e	' w' 'agon'
205374 617272	' St' 'arr'
204e65 7074	' Ne' 'pt'
206d657373 6564	' mess' 'ed'
206a656f70617264 79	' jeopard' 'y'
2050 756d70	' P' 'ump'
2042756e646573 6c696761	' Bundes' 'liga'
72 616e676564	'r' 'anged'
20626c 6168	' bl' 'ah'
20736f6c 69636974	' sol' 'icit'
6368617267 696e67	'charg' 'ing'
20646179 74696d65	' day' 'time'
204f6c 73656e	' Ol' 'sen'
616d70 686574616d696e65	'amp' 'hetamine'
47 57	'G' 'W'
206775 6974617273	' gu' 'itars'
2067726170 68656e65	' grap' 'hene'
20617374726f6e 6f6d79	' astron' 'omy'
20726f6164 6d6170	' road' 'map'
205475726e 73	' Turn' 's'
20506c 6174	' Pl' 'at'
207468616e6b 66756c6c79	' thank' 'fully'
6272 616e6365	'br' 'ance'
20636f 6f6c646f776e	' co' 'oldown'
205468 696e6b696e67	' Th' 'inking'
4152 4c	'AR' 'L'
6f6d73 6b79	'oms' 'ky'
66 696e67	'f' 'ing'
48 6f72	'H' 'or'
206c6564 676572	' led' 'ger'
2060 60	' `' '`'
2057 656e	' W' 'en'
2053757276 6976616c	' Surv' 'ival'
7072 6f6e	'pr' 'on'
656e73 6f72	'ens' 'or'
2072657665 726564	' reve' 'red'
6f72 7268	'or' 'rh'
2a 2e	'*' '.'
2073686f 76656c	' sho' 'vel'
205a6f6d62 6965	' Zomb' 'ie'
6572 69	'er' 'i'
436861726c 6965	'Charl' 'ie'
2070696c6c 6f77	' pill' 'ow'
206672757374 726174696f6e73	' frust' 'rations'
726573 756c74	'res' 'ult'
20736865 6c6c696e67	' she' 'lling'
2062726962 6573	' brib' 'es'
20646567 656e6572	' deg' 'ener'
2053 616e67	' S' 'ang'
204465 626f72	' De' 'bor'
65787472656d65 6c79	'extreme' 'ly'
20646973616476616e74 61676564	' disadvant' 'aged'
617074 6963	'apt' 'ic'
20 cd	' ' '�'
43 6f6f6b	'C' 'ook'
2055 64	' U' 'd'
204f4e 4c59	' ON' 'LY'
2045 766572657474	' E' 'verett'
e297 8f	'�' '�'
6f6e656c 696e657373	'onel' 'iness'
6967 616e73	'ig' 'ans'
2063 64	' c' 'd'
48 616c66	'H' 'alf'
2064656164 6c696e6573	' dead' 'lines'
207269736b 696e67	' risk' 'ing'
206f7070 72657373	' opp' 'ress'
206d756c746970 6c79	' multip' 'ly'
204f64 7973736579	' Od' 'yssey'
20667574 696c65	' fut' 'ile'
20656e7472657072656e657572 69616c	' entrepreneur' 'ial'
20496c6c757374 7261746564	' Illust' 'rated'
203133 37	' 13' '7'
e28094e28094e28094e28094e28094e28094e28094e28094 e28094e28094e28094e28094e28094e28094e28094e28094	'————————' '————————'
206a 617661	' j' 'ava'
46 6f7264	'F' 'ord'
20726174 6966696564	' rat' 'ified'
2055 6e74	' U' 'nt'
205370 6f6e73	' Sp' 'ons'
204e6f7264 6963	' Nord' 'ic'
6265 67696e	'be' 'gin'
756767 697368	'ugg' 'ish'
2070726576 61696c6564	' prev' 'ailed'
206c 6961	' l' 'ia'
204265726e 737465696e	' Bern' 'stein'
2042 6f7267	' B' 'org'
207472616666 69636b657273	' traff' 'ickers'
6f7374 61	'ost' 'a'
63 61726473	'c' 'ards'
42 72617a696c	'B' 'razil'
206e6f74696365 61626c79	' notice' 'ably'
72 616e646f6d	'r' 'andom'
656172 616e6365	'ear' 'ance'
616d70 696e67	'amp' 'ing'
207368 72696e65	' sh' 'rine'
727570 616c	'rup' 'al'
65726e 6f	'ern' 'o'
2063 616b6573	' c' 'akes'
20436c 6f	' Cl' 'o'
20696e66 696e6974656c79	' inf' 'initely'
206172746963 756c61746564	' artic' 'ulated'
20536162 6861	' Sab' 'ha'
204b696e67 73746f6e	' King' 'ston'
6176 6f7572	'av' 'our'
3f 292c	'?' '),'
20756e 6865617264	' un' 'heard'
206578 69746564	' ex' 'ited'
746572726f72 697374	'terror' 'ist'
53696d 6f6e	'Sim' 'on'
52 6f73	'R' 'os'
20696e66 69656c64	' inf' 'ield'
2064656d 6f63726163696573	' dem' 'ocracies'
20646566 79	' def' 'y'
c49f 616e	'ğ' 'an'
6c 756e64	'l' 'und'
6161 6161	'aa' 'aa'
206772 616d	' gr' 'am'
2053757070 6c79	' Supp' 'ly'
204d6f6e7374 657273	' Monst' 'ers'
2045 6c66	' E' 'lf'
207265 636861726765	' re' 'charge'
206465 706c	' de' 'pl'
62 7567	'b' 'ug'
20656e 7368	' en' 'sh'
204d79 53514c	' My' 'SQL'
20426f77 6d616e	' Bow' 'man'
20707269766174 697a6174696f6e	' privat' 'ization'
3135 39	'15' '9'
20506c 61696e73	' Pl' 'ains'
204972 76696e65	' Ir' 'vine'
756d70 79	'ump' 'y'
636c 69707365	'cl' 'ipse'
20736d 617368696e67	' sm' 'ashing'
7574 616e	'ut' 'an'
6f70 69616e	'op' 'ian'
207374 756d626c65	' st' 'umble'
207265 7072	' re' 'pr'
2068756e 746564	' hun' 'ted'
206469766964 656e64	' divid' 'end'
204a 44	' J' 'D'
63726f 6674	'cro' 'ft'
50726f 63657373	'Pro' 'cess'
696d6d 657273	'imm' 'ers'
207375706572 7669736f7273	' super' 'visors'
2073756363656564 696e67	' succeed' 'ing'
20696e746f78 696361746564	' intox' 'icated'
2064697370657273 6564	' dispers' 'ed'
496e 697469616c6c79	'In' 'itially'
4552 43	'ER' 'C'
2066756c66696c6c 6d656e74	' fulfill' 'ment'
206368 617374	' ch' 'ast'
204e 6174616c6965	' N' 'atalie'
20416c6c 696573	' All' 'ies'
2034 3830	' 4' '80'
206c6567616c 697a696e67	' legal' 'izing'
206d6f72 70	' mor' 'p'
20686173 736c65	' has' 'sle'
204d 616b6573	' M' 'akes'
42 61	'B' 'a'
2070726f666974 6162696c697479	' profit' 'ability'
63 6f6f6b	'c' 'ook'
4d61726b 6574	'Mark' 'et'
20686f72 7269626c79	' hor' 'ribly'
205a 657267	' Z' 'erg'
6f73 617465	'os' 'ate'
204368726f6e 69636c6573	' Chron' 'icles'
206d656e 616365	' men' 'ace'
204e696368 6f6c736f6e	' Nich' 'olson'
616c64 69	'ald' 'i'
536563726574 617279	'Secret' 'ary'
207370 6172	' sp' 'ar'
206368696d 70616e7a	' chim' 'panz'
204772617068 696373	' Graph' 'ics'
20427572 72	' Bur' 'r'
203133 34	' 13' '4'
206170 6f63616c79707365	' ap' 'ocalypse'
617374 6963616c	'ast' 'ical'
4a 6572656d79	'J' 'eremy'
2074696d6574 61626c65	' timet' 'able'
204461 657368	' Da' 'esh'
e381 93	'�' '�'
757265 7273	'ure' 'rs'
20737461696e 6c657373	' stain' 'less'
207361 70	' sa' 'p'
206261636b 6c6f67	' back' 'log'
2048 696767696e73	' H' 'iggins'
2046 617368696f6e	' F' 'ashion'
20446f 6374	' Do' 'ct'
50726f 6772616d	'Pro' 'gram'
207370 6865726573	' sp' 'heres'
207363 656e657279	' sc' 'enery'
2068616e6463 7566666564	' handc' 'uffed'
20506f7274 616c	' Port' 'al'
7768656c 6d696e67	'whel' 'ming'
53 61	'S' 'a'
20636f6e636572 746564	' concer' 'ted'
204172 626f72	' Ar' 'bor'
7261 7070696e67	'ra' 'pping'
20666f7274 72657373	' fort' 'ress'
2064 6972	' d' 'ir'
20636f756e63696c6c 6f7273	' councill' 'ors'
6174 6c616e746963	'at' 'lantic'
2068756d 6f726f7573	' hum' 'orous'
20646f6d696e 61746573	' domin' 'ates'
204d 61666961	' M' 'afia'
2043 464c	' C' 'FL'
207465726d696e 616c73	' termin' 'als'
206272696c6c69616e74 6c79	' brilliant' 'ly'
20696e666c6963 74	' inflic' 't'
20526567 756c6172	' Reg' 'ular'
204d6179 77656174686572	' May' 'weather'
204279 7a	' By' 'z'
6964656e74 616c	'ident' 'al'
3430 34	'40' '4'
20746563686e 696369616e73	' techn' 'icians'
737465 656e	'ste' 'en'
7275 6c79	'ru' 'ly'
20636f6d666f7274 696e67	' comfort' 'ing'
204d61686172 617368747261	' Mahar' 'ashtra'
2073746577 61726473	' stew' 'ards'
20736569736d 6963	' seism' 'ic'
62 69726473	'b' 'irds'
2062756c 6273	' bul' 'bs'
696464 79	'idd' 'y'
6167 72616d73	'ag' 'rams'
5b 5d	'[' ']'
207068 6f6e	' ph' 'on'
50726f 73	'Pro' 's'
20646973 696c6c7573696f6e	' dis' 'illusion'
2061 76656e7565	' a' 'venue'
204d696c6c656e6e 69756d	' Millenn' 'ium'
20697373 75	' iss' 'u'
2053686172 6966	' Shar' 'if'
2047 5441	' G' 'TA'
20656e 756d6572	' en' 'umer'
20616c74 7275	' alt' 'ru'
20656e7a 796d6573	' enz' 'ymes'
20536c 6176	' Sl' 'av'
2052 6f75737365	' R' 'ousse'
204b6170 6c616e	' Kap' 'lan'
3134 32	'14' '2'
20526563 657373696f6e	' Rec' 'ession'
20456e 6f756768	' En' 'ough'
20436170 6974616c73	' Cap' 'itals'
4c 6573	'L' 'es'
2063756c 696e617279	' cul' 'inary'
205061726c69616d656e74 617279	' Parliament' 'ary'
2046 6c6578	' F' 'lex'
207265646576656c6f70 6d656e74	' redevelop' 'ment'
20706f69736f6e 6f7573	' poison' 'ous'
204c6f74 7573	' Lot' 'us'
206c 796d7068	' l' 'ymph'
20547572 626f	' Tur' 'bo'
20536f756e64 657273	' Sound' 'ers'
20534841 524553	' SHA' 'RES'
79 79	'y' 'y'
696e64 616c	'ind' 'al'
2056656e74 75726573	' Vent' 'ures'
666f7265 73746174696f6e	'fore' 'station'
207265636f756e74 73	' recount' 's'
20696e637265 6d656e74	' incre' 'ment'
4152 41	'AR' 'A'
20756e64 65666561746564	' und' 'efeated'
20506970 656c696e65	' Pip' 'eline'
446973 6e6579	'Dis' 'ney'
2062616c6c 7061726b	' ball' 'park'
204265726e 616e6b65	' Bern' 'anke'
20637265616d 79	' cream' 'y'
6865 6c6c6f	'he' 'llo'
20656e63 726f	' enc' 'ro'
47 6f74	'G' 'ot'
6f6772617068 73	'ograph' 's'
204368 69636b	' Ch' 'ick'
20656c6576 617465	' elev' 'ate'
204e696368 6f6c73	' Nich' 'ols'
6164 6173	'ad' 'as'
2a 2c	'*' ','
206d 6174696e67	' m' 'ating'
2066756e 6e	' fun' 'n'
20616666 69726d6564	' aff' 'irmed'
205368 61726d61	' Sh' 'arma'
2048617374 696e6773	' Hast' 'ings'
64 65616c	'd' 'eal'
45 46	'E' 'F'
20646973 61726d	' dis' 'arm'
206f76657263 726f7764	' overc' 'rowd'
20426f 697365	' Bo' 'ise'
76696f6c 656e6365	'viol' 'ence'
20756e65 617379	' une' 'asy'
2062656e6566 6974696e67	' benef' 'iting'
636572 79	'cer' 'y'
63 6e	'c' 'n'
5245 414b	'RE' 'AK'
20756e 7468696e6b61626c65	' un' 'thinkable'
206d696e 6572	' min' 'er'
204b 6f6d	' K' 'om'
2073 6f7574686561737465726e	' s' 'outheastern'
204573 736578	' Es' 'sex'
7a 73636865	'z' 'sche'
6164 656e61	'ad' 'ena'
4a 43	'J' 'C'
206f7574 706572	' out' 'per'
696c 69616e	'il' 'ian'
616e79 61	'any' 'a'
426f6f6b 73	'Book' 's'
3135 34	'15' '4'
20636f6f6c 657374	' cool' 'est'
74 616c	't' 'al'
6765 6f6e73	'ge' 'ons'
63 7373	'c' 'ss'
20776172 70	' war' 'p'
